air_inflow,air_end_temp,out_pressure,motor_current,motor_rpm,motor_temp,motor_vibe,type
0.94,59.2,0.7,15.0,3376.0,74.51,3.18,2
0.73,49.89,0.7,11.69,2631.0,66.23,2.76,2
0.87,56.35,0.7,13.99,3148.0,71.98,3.05,2
0.34,32.51,0.7,5.52,1241.0,50.79,1.99,2
0.86,55.89,0.7,13.83,3111.0,71.57,3.03,2
0.58,43.1,0.7,9.28,2088.0,60.2,2.46,2
0.54,41.3,0.7,8.64,1944.0,58.6,2.38,2
0.7,48.58,0.7,11.23,2526.0,65.07,2.7,2
0.44,36.7,0.7,7.0,1576.0,54.51,2.18,2
0.85,55.04,0.7,13.52,3043.0,70.81,2.99,2
0.4,35.03,0.7,6.41,1442.0,53.02,2.1,2
0.58,43.01,0.7,9.25,2081.0,60.12,2.46,2
0.39,34.73,0.7,6.3,1418.0,52.76,2.09,2
0.85,55.46,0.7,13.68,3077.0,71.19,3.01,2
0.68,47.79,0.7,10.95,2463.0,64.37,2.67,2
0.72,49.51,0.7,11.56,2601.0,65.9,2.75,2
0.55,41.91,0.7,8.86,1993.0,59.14,2.41,2
0.34,32.49,0.7,5.51,1239.0,50.77,1.99,2
0.75,50.55,0.7,11.93,2684.0,66.82,2.79,2
0.64,45.75,0.7,10.22,2300.0,62.56,2.58,2
0.43,36.48,0.7,6.92,1558.0,54.31,2.17,2
0.37,33.46,0.7,5.85,1317.0,51.63,2.03,2
0.67,47.16,0.7,10.72,2413.0,63.81,2.64,2
0.52,40.29,0.7,8.28,1863.0,57.7,2.34,2
0.97,60.7,0.7,15.54,3496.0,75.84,3.24,2
0.59,43.54,0.7,9.44,2123.0,60.59,2.48,2
0.65,46.19,0.7,10.38,2335.0,62.94,2.6,2
0.57,42.55,0.7,9.08,2044.0,59.71,2.44,2
0.75,50.96,0.7,12.08,2717.0,67.19,2.81,2
0.35,32.83,0.7,5.63,1266.0,51.07,2.0,2
0.56,42.19,0.7,8.96,2015.0,59.39,2.42,2
0.62,45.01,0.7,9.96,2241.0,61.9,2.55,2
0.88,56.46,0.7,14.03,3157.0,72.08,3.05,2
0.63,45.31,0.7,10.07,2265.0,62.17,2.56,2
0.34,32.48,0.7,5.5,1238.0,50.76,1.99,2
0.34,32.38,0.7,5.47,1230.0,50.67,1.98,2
0.66,46.66,0.7,10.55,2373.0,63.37,2.62,2
0.52,40.45,0.7,8.34,1876.0,57.84,2.34,2
0.49,39.08,0.7,7.85,1766.0,56.62,2.28,2
0.51,40.14,0.7,8.23,1851.0,57.57,2.33,2
0.38,33.99,0.7,6.04,1359.0,52.1,2.06,2
0.92,58.28,0.7,14.68,3302.0,73.69,3.13,2
0.67,46.94,0.7,10.64,2395.0,63.61,2.63,2
0.35,32.54,0.7,5.52,1243.0,50.81,1.99,2
0.49,38.9,0.7,7.79,1752.0,56.47,2.27,2
0.66,46.71,0.7,10.56,2377.0,63.41,2.62,2
0.73,50.04,0.7,11.75,2643.0,66.37,2.77,2
0.89,57.01,0.7,14.23,3201.0,72.57,3.08,2
0.86,55.9,0.7,13.83,3112.0,71.58,3.03,2
0.95,59.95,0.7,15.27,3436.0,75.18,3.21,2
0.51,39.81,0.7,8.11,1825.0,57.28,2.31,2
0.36,33.19,0.7,5.76,1295.0,51.39,2.02,2
0.61,44.45,0.7,9.76,2196.0,61.4,2.52,2
0.78,52.09,0.7,12.48,2807.0,68.19,2.86,2
0.38,34.25,0.7,6.13,1380.0,52.33,2.07,2
0.52,40.24,0.7,8.26,1859.0,57.66,2.33,2
0.77,51.53,0.7,12.28,2762.0,67.69,2.83,2
0.84,54.68,0.7,13.4,3014.0,70.49,2.97,2
0.44,36.84,0.7,7.05,1587.0,54.63,2.18,2
0.47,38.25,0.7,7.56,1700.0,55.89,2.24,2
0.71,48.98,0.7,11.37,2558.0,65.42,2.72,2
0.81,53.51,0.7,12.98,2921.0,69.46,2.92,2
0.74,50.14,0.7,11.78,2651.0,66.46,2.77,2
0.75,50.83,0.7,12.03,2706.0,67.07,2.8,2
0.81,53.26,0.7,12.89,2901.0,69.23,2.91,2
0.49,39.19,0.7,7.89,1775.0,56.72,2.29,2
0.37,33.65,0.7,5.92,1332.0,51.8,2.04,2
0.84,54.88,0.7,13.47,3030.0,70.67,2.98,2
0.37,33.63,0.7,5.91,1330.0,51.78,2.04,2
0.36,33.01,0.7,5.69,1281.0,51.23,2.01,2
0.8,53.15,0.7,12.85,2892.0,69.13,2.91,2
0.48,38.53,0.7,7.65,1722.0,56.13,2.26,2
0.77,51.6,0.7,12.3,2768.0,67.76,2.84,2
0.72,49.3,0.7,11.48,2584.0,65.71,2.74,2
0.54,41.19,0.7,8.6,1935.0,58.5,2.38,2
0.34,32.11,0.7,5.37,1209.0,50.43,1.97,2
0.52,40.59,0.7,8.39,1887.0,57.97,2.35,2
0.95,59.74,0.7,15.2,3419.0,74.99,3.2,2
0.56,42.01,0.7,8.89,2001.0,59.23,2.41,2
0.48,38.81,0.7,7.76,1745.0,56.39,2.27,2
0.69,47.85,0.7,10.97,2468.0,64.42,2.67,2
0.67,47.06,0.7,10.69,2405.0,63.72,2.64,2
0.82,53.86,0.7,13.11,2949.0,69.77,2.94,2
0.5,39.31,0.7,7.93,1785.0,56.83,2.29,2
0.6,43.79,0.7,9.52,2143.0,60.81,2.49,2
0.39,34.59,0.7,6.25,1407.0,52.63,2.08,2
0.76,51.01,0.7,12.09,2721.0,67.23,2.81,2
0.54,41.28,0.7,8.63,1942.0,58.58,2.38,2
0.8,52.94,0.7,12.78,2875.0,68.94,2.9,2
0.73,49.8,0.7,11.66,2624.0,66.16,2.76,2
0.85,55.45,0.7,13.67,3076.0,71.18,3.01,2
0.81,53.23,0.7,12.88,2898.0,69.2,2.91,2
0.34,32.21,0.7,5.41,1217.0,50.52,1.98,2
0.62,45.03,0.7,9.96,2242.0,61.91,2.55,2
0.9,57.29,0.7,14.32,3223.0,72.81,3.09,2
0.34,32.18,0.7,5.4,1214.0,50.49,1.97,2
0.83,54.26,0.7,13.25,2981.0,70.12,2.96,2
0.82,53.93,0.7,13.13,2954.0,69.82,2.94,2
0.47,38.16,0.7,7.52,1693.0,55.81,2.24,2
0.56,42.31,0.7,9.0,2025.0,59.5,2.43,2
0.75,50.81,0.7,12.02,2705.0,67.06,2.8,2
0.85,55.23,0.7,13.59,3058.0,70.98,3.0,2
0.48,38.43,0.7,7.62,1714.0,56.04,2.25,2
0.64,45.66,0.7,10.19,2293.0,62.48,2.57,2
0.76,51.25,0.7,12.18,2740.0,67.44,2.82,2
0.64,45.73,0.7,10.21,2298.0,62.53,2.58,2
0.76,51.16,0.7,12.15,2733.0,67.37,2.82,2
0.51,40.1,0.7,8.21,1848.0,57.53,2.33,2
0.83,54.39,0.7,13.29,2991.0,70.23,2.96,2
0.77,51.64,0.7,12.32,2771.0,67.79,2.84,2
0.72,49.43,0.7,11.53,2594.0,65.82,2.74,2
0.86,55.9,0.7,13.83,3112.0,71.58,3.03,2
0.55,41.93,0.7,8.86,1994.0,59.16,2.41,2
0.77,51.44,0.7,12.24,2755.0,67.61,2.83,2
0.82,54.03,0.7,13.16,2962.0,69.91,2.95,2
0.76,51.35,0.7,12.21,2748.0,67.53,2.83,2
0.77,51.69,0.7,12.33,2775.0,67.83,2.84,2
0.38,34.3,0.7,6.15,1384.0,52.38,2.07,2
0.72,49.19,0.7,11.44,2575.0,65.61,2.73,2
0.72,49.29,0.7,11.48,2583.0,65.7,2.74,2
0.51,40.13,0.7,8.22,1850.0,57.56,2.33,2
0.74,50.11,0.7,11.77,2649.0,66.43,2.77,2
0.73,50.06,0.7,11.76,2645.0,66.39,2.77,2
0.73,49.75,0.7,11.64,2620.0,66.11,2.76,2
0.36,33.21,0.7,5.76,1297.0,51.41,2.02,2
0.9,57.56,0.7,14.42,3245.0,73.06,3.1,2
0.58,42.98,0.7,9.24,2078.0,60.09,2.45,2
0.42,35.9,0.7,6.72,1512.0,53.8,2.14,2
0.39,34.54,0.7,6.24,1403.0,52.59,2.08,2
0.58,43.2,0.7,9.32,2096.0,60.29,2.46,2
0.75,50.53,0.7,11.92,2682.0,66.8,2.79,2
0.4,35.04,0.7,6.41,1443.0,53.03,2.1,2
0.81,53.5,0.7,12.98,2920.0,69.44,2.92,2
0.7,48.41,0.7,11.17,2513.0,64.92,2.7,2
0.39,34.71,0.7,6.3,1417.0,52.74,2.09,2
0.66,46.9,0.7,10.63,2392.0,63.58,2.63,2
0.35,32.74,0.7,5.6,1259.0,50.99,2.0,2
0.6,44.11,0.7,9.64,2169.0,61.1,2.51,2
0.36,33.0,0.7,5.69,1280.0,51.22,2.01,2
0.64,45.63,0.7,10.18,2290.0,62.44,2.57,2
0.47,38.25,0.7,7.56,1700.0,55.89,2.24,2
0.95,59.74,0.7,15.2,3419.0,74.99,3.2,2
0.64,45.95,0.7,10.29,2316.0,62.73,2.59,2
0.95,59.96,0.7,15.28,3437.0,75.19,3.21,2
0.5,39.41,0.7,7.97,1793.0,56.92,2.3,2
0.92,58.48,0.7,14.75,3318.0,73.87,3.14,2
0.47,37.94,0.7,7.44,1675.0,55.61,2.23,2
0.41,35.33,0.7,6.52,1466.0,53.29,2.11,2
0.57,42.5,0.7,9.07,2040.0,59.67,2.43,2
0.54,41.19,0.7,8.6,1935.0,58.5,2.38,2
0.63,45.23,0.7,10.04,2258.0,62.09,2.55,2
0.79,52.39,0.7,12.58,2831.0,68.46,2.87,2
0.73,49.86,0.7,11.68,2629.0,66.21,2.76,2
0.72,49.58,0.7,11.58,2606.0,65.96,2.75,2
0.56,42.23,0.7,8.97,2018.0,59.42,2.42,2
0.68,47.48,0.7,10.84,2438.0,64.09,2.65,2
0.43,36.14,0.7,6.8,1531.0,54.01,2.15,2
0.67,47.26,0.7,10.76,2421.0,63.9,2.65,2
0.67,47.2,0.7,10.74,2416.0,63.84,2.64,2
0.96,60.41,0.7,15.44,3473.0,75.59,3.23,2
0.58,43.26,0.7,9.34,2101.0,60.34,2.47,2
0.81,53.46,0.7,12.96,2917.0,69.41,2.92,2
0.94,59.2,0.7,15.0,3376.0,74.51,3.18,2
0.33,32.03,0.7,5.34,1202.0,50.36,1.97,2
0.68,47.6,0.7,10.88,2448.0,64.2,2.66,2
0.97,60.66,0.7,15.52,3493.0,75.81,3.24,2
0.93,58.76,0.7,14.85,3341.0,74.12,3.16,2
0.35,32.65,0.7,5.56,1252.0,50.91,2.0,2
0.39,34.35,0.7,6.17,1388.0,52.42,2.07,2
0.82,54.03,0.7,13.16,2962.0,69.91,2.95,2
0.4,35.1,0.7,6.44,1448.0,53.09,2.1,2
0.86,55.91,0.7,13.84,3113.0,71.59,3.03,2
0.6,43.78,0.7,9.52,2142.0,60.8,2.49,2
0.6,43.91,0.7,9.57,2153.0,60.92,2.5,2
0.5,39.45,0.7,7.98,1796.0,56.96,2.3,2
0.75,50.63,0.7,11.96,2690.0,66.89,2.79,2
0.5,39.69,0.7,8.07,1815.0,57.17,2.31,2
0.34,32.14,0.7,5.38,1211.0,50.46,1.97,2
0.42,35.93,0.7,6.73,1514.0,53.82,2.14,2
0.81,53.54,0.7,12.99,2923.0,69.48,2.92,2
0.97,60.79,0.7,15.57,3503.0,75.92,3.25,2
0.36,33.16,0.7,5.75,1293.0,51.37,2.02,2
0.98,61.26,0.7,15.74,3541.0,76.34,3.27,2
0.39,34.35,0.7,6.17,1388.0,52.42,2.07,2
0.89,56.99,0.7,14.22,3199.0,72.54,3.08,2
0.97,60.78,0.7,15.56,3502.0,75.91,3.25,2
0.85,55.28,0.7,13.61,3062.0,71.02,3.0,2
0.95,59.91,0.7,15.26,3433.0,75.14,3.21,2
0.91,58.09,0.7,14.61,3287.0,73.52,3.13,2
0.63,45.53,0.7,10.14,2282.0,62.36,2.57,2
0.88,56.69,0.7,14.11,3175.0,72.28,3.06,2
0.71,48.73,0.7,11.28,2538.0,65.2,2.71,2
0.58,42.93,0.7,9.22,2074.0,60.04,2.45,2
0.99,61.39,0.7,15.78,3551.0,76.46,3.27,2
0.92,58.41,0.7,14.72,3313.0,73.81,3.14,2
0.46,37.7,0.7,7.36,1656.0,55.4,2.22,2
0.46,37.8,0.7,7.4,1664.0,55.49,2.22,2
0.92,58.34,0.7,14.7,3307.0,73.74,3.14,2
0.9,57.7,0.7,14.47,3256.0,73.18,3.11,2
0.95,59.65,0.7,15.16,3412.0,74.91,3.2,2
0.84,54.95,0.7,13.49,3036.0,70.73,2.99,2
0.58,43.0,0.7,9.24,2080.0,60.11,2.46,2
0.39,34.54,0.7,6.24,1403.0,52.59,2.08,2
0.77,51.8,0.7,12.37,2784.0,67.93,2.85,2
0.41,35.34,0.7,6.52,1467.0,53.3,2.12,2
0.9,57.55,0.7,14.42,3244.0,73.04,3.1,2
0.68,47.44,0.7,10.82,2435.0,64.06,2.65,2
0.87,55.95,0.7,13.85,3116.0,71.62,3.03,2
0.44,36.59,0.7,6.96,1567.0,54.41,2.17,2
0.76,51.4,0.7,12.23,2752.0,67.58,2.83,2
0.83,54.44,0.7,13.31,2995.0,70.28,2.96,2
0.61,44.55,0.7,9.8,2204.0,61.49,2.52,2
0.44,36.7,0.7,7.0,1576.0,54.51,2.18,2
0.71,49.08,0.7,11.4,2566.0,65.51,2.73,2
0.74,50.25,0.7,11.82,2660.0,66.56,2.78,2
0.74,50.26,0.7,11.83,2661.0,66.57,2.78,2
0.68,47.68,0.7,10.91,2454.0,64.27,2.66,2
0.49,39.05,0.7,7.84,1764.0,56.6,2.28,2
0.36,33.4,0.7,5.83,1312.0,51.58,2.03,2
0.56,42.06,0.7,8.91,2005.0,59.28,2.41,2
0.71,49.13,0.7,11.42,2570.0,65.56,2.73,2
0.71,49.16,0.7,11.44,2573.0,65.59,2.73,2
0.7,48.29,0.7,11.12,2503.0,64.81,2.69,2
0.48,38.45,0.7,7.63,1716.0,56.07,2.25,2
0.33,32.06,0.7,5.36,1205.0,50.39,1.97,2
0.97,60.49,0.7,15.46,3479.0,75.66,3.23,2
0.71,48.98,0.7,11.37,2558.0,65.42,2.72,2
0.72,49.49,0.7,11.55,2599.0,65.88,2.74,2
0.43,36.34,0.7,6.88,1547.0,54.19,2.16,2
0.76,51.4,0.7,12.23,2752.0,67.58,2.83,2
0.73,49.66,0.7,11.61,2613.0,66.03,2.75,2
0.38,33.95,0.7,6.03,1356.0,52.07,2.05,2
0.45,37.06,0.7,7.13,1605.0,54.83,2.19,2
0.63,45.26,0.7,10.05,2261.0,62.12,2.56,2
0.63,45.31,0.7,10.07,2265.0,62.17,2.56,2
0.36,33.28,0.7,5.79,1302.0,51.47,2.02,2
0.73,49.98,0.7,11.72,2638.0,66.31,2.77,2
0.72,49.21,0.7,11.45,2577.0,65.63,2.73,2
0.37,33.71,0.7,5.94,1337.0,51.86,2.04,2
0.79,52.56,0.7,12.64,2845.0,68.61,2.88,2
0.91,58.03,0.7,14.59,3282.0,73.47,3.12,2
0.44,36.81,0.7,7.04,1585.0,54.61,2.18,2
0.5,39.63,0.7,8.04,1810.0,57.11,2.31,2
0.51,39.78,0.7,8.1,1822.0,57.24,2.31,2
0.7,48.29,0.7,11.12,2503.0,64.81,2.69,2
0.54,41.48,0.7,8.7,1958.0,58.76,2.39,2
0.85,55.33,0.7,13.63,3066.0,71.07,3.0,2
0.91,58.1,0.7,14.61,3288.0,73.53,3.13,2
0.7,48.43,0.7,11.17,2514.0,64.93,2.7,2
0.65,46.44,0.7,10.47,2355.0,63.17,2.61,2
0.69,48.14,0.7,11.07,2491.0,64.68,2.68,2
0.45,37.25,0.7,7.2,1620.0,55.0,2.2,2
0.38,33.96,0.7,6.03,1357.0,52.08,2.05,2
0.43,36.16,0.7,6.81,1533.0,54.03,2.15,2
0.52,40.26,0.7,8.27,1861.0,57.68,2.33,2
0.86,55.83,0.7,13.8,3106.0,71.51,3.03,2
0.85,55.3,0.7,13.62,3064.0,71.04,3.0,2
0.56,42.14,0.7,8.94,2011.0,59.34,2.42,2
0.64,45.65,0.7,10.19,2292.0,62.47,2.57,2
0.98,61.26,0.7,15.74,3541.0,76.34,3.27,2
0.52,40.34,0.7,8.3,1867.0,57.74,2.34,2
0.91,57.89,0.7,14.54,3271.0,73.34,3.12,2
0.9,57.53,0.7,14.41,3242.0,73.02,3.1,2
0.65,46.45,0.7,10.47,2356.0,63.18,2.61,2
0.68,47.55,0.7,10.86,2444.0,64.16,2.66,2
0.57,42.56,0.7,9.09,2045.0,59.72,2.44,2
0.8,53.11,0.7,12.84,2889.0,69.1,2.91,2
0.89,57.11,0.7,14.26,3209.0,72.66,3.08,2
0.39,34.65,0.7,6.28,1412.0,52.69,2.08,2
4.73,54.3,0.7,55.0,2704.0,71.04,4.7,3
5.65,60.83,0.7,65.0,3226.0,76.84,4.99,3
2.45,37.99,0.7,28.0,1399.0,56.54,3.98,3
5.86,62.33,0.7,68.0,3346.0,78.18,5.06,3
4.43,52.15,0.7,51.0,2532.0,69.13,4.61,3
4.01,49.14,0.7,46.0,2291.0,66.46,4.47,3
3.52,45.65,0.7,41.0,2012.0,63.36,4.32,3
3.01,41.98,0.7,35.0,1718.0,60.09,4.15,3
4.85,55.11,0.7,56.0,2769.0,71.77,4.74,3
5.3,58.38,0.7,61.0,3030.0,74.67,4.88,3
5.93,62.86,0.7,69.0,3389.0,78.66,5.08,3
6.18,64.65,0.7,72.0,3532.0,80.24,5.16,3
3.71,47.03,0.7,43.0,2122.0,64.58,4.38,3
3.3,44.09,0.7,38.0,1887.0,61.97,4.25,3
2.8,40.5,0.7,32.0,1600.0,58.78,4.09,3
5.05,56.59,0.7,59.0,2887.0,73.08,4.8,3
4.14,50.04,0.7,48.0,2363.0,67.26,4.51,3
5.22,57.81,0.7,61.0,2985.0,74.17,4.86,3
5.23,57.89,0.7,61.0,2991.0,74.23,4.86,3
5.71,61.3,0.7,66.0,3264.0,77.27,5.01,3
3.34,44.35,0.7,39.0,1908.0,62.2,4.26,3
4.89,55.41,0.7,57.0,2793.0,72.03,4.75,3
3.9,48.36,0.7,45.0,2229.0,65.77,4.44,3
4.63,53.55,0.7,54.0,2644.0,70.38,4.67,3
5.7,61.19,0.7,66.0,3255.0,77.17,5.01,3
5.26,58.06,0.7,61.0,3005.0,74.39,4.87,3
6.05,63.69,0.7,70.0,3455.0,79.39,5.12,3
3.66,46.61,0.7,42.0,2089.0,64.21,4.36,3
2.85,40.88,0.7,33.0,1630.0,59.11,4.11,3
4.57,53.15,0.7,53.0,2612.0,70.02,4.65,3
2.72,39.93,0.7,32.0,1554.0,58.27,4.06,3
3.72,47.08,0.7,43.0,2126.0,64.62,4.38,3
3.5,45.48,0.7,41.0,1998.0,63.2,4.31,3
4.0,49.06,0.7,46.0,2285.0,66.39,4.47,3
3.18,43.2,0.7,37.0,1816.0,61.18,4.21,3
4.38,51.8,0.7,51.0,2504.0,68.82,4.59,3
3.68,46.75,0.7,43.0,2100.0,64.33,4.37,3
4.85,55.18,0.7,56.0,2774.0,71.82,4.74,3
4.9,55.49,0.7,57.0,2799.0,72.1,4.76,3
4.0,49.06,0.7,46.0,2285.0,66.39,4.47,3
4.19,50.46,0.7,49.0,2397.0,67.63,4.53,3
3.65,46.54,0.7,42.0,2083.0,64.14,4.36,3
6.22,64.96,0.7,72.0,3557.0,80.52,5.18,3
5.36,58.75,0.7,62.0,3060.0,75.0,4.9,3
4.04,49.38,0.7,47.0,2310.0,66.67,4.48,3
6.19,64.74,0.7,72.0,3539.0,80.32,5.17,3
5.27,58.13,0.7,61.0,3010.0,74.44,4.87,3
5.03,56.46,0.7,58.0,2877.0,72.97,4.8,3
5.38,58.91,0.7,62.0,3073.0,75.14,4.91,3
5.22,57.78,0.7,60.0,2982.0,74.13,4.86,3
2.16,35.93,0.7,25.0,1234.0,54.71,3.89,3
5.69,61.13,0.7,66.0,3250.0,77.11,5.01,3
5.68,61.04,0.7,66.0,3243.0,77.03,5.0,3
5.9,62.61,0.7,68.0,3369.0,78.43,5.07,3
3.1,42.65,0.7,36.0,1772.0,60.69,4.18,3
6.09,63.98,0.7,71.0,3478.0,79.64,5.13,3
3.49,45.45,0.7,40.0,1996.0,63.18,4.31,3
4.16,50.24,0.7,48.0,2379.0,67.43,4.52,3
4.77,54.56,0.7,55.0,2725.0,71.28,4.71,3
5.02,56.35,0.7,58.0,2868.0,72.87,4.79,3
2.45,38.0,0.7,28.0,1400.0,56.56,3.98,3
2.88,41.04,0.7,33.0,1643.0,59.26,4.11,3
2.4,37.65,0.7,28.0,1372.0,56.24,3.96,3
5.67,60.99,0.7,66.0,3239.0,76.99,5.0,3
4.94,55.81,0.7,57.0,2825.0,72.39,4.77,3
4.8,54.8,0.7,56.0,2744.0,71.49,4.72,3
3.51,45.6,0.7,41.0,2008.0,63.31,4.32,3
5.11,56.98,0.7,59.0,2918.0,73.42,4.82,3
3.11,42.69,0.7,36.0,1775.0,60.72,4.19,3
5.58,60.36,0.7,65.0,3189.0,76.43,4.97,3
4.87,55.29,0.7,56.0,2783.0,71.92,4.75,3
6.02,63.53,0.7,70.0,3442.0,79.24,5.11,3
6.1,64.05,0.7,71.0,3484.0,79.71,5.14,3
5.87,62.45,0.7,68.0,3356.0,78.29,5.06,3
4.56,53.05,0.7,53.0,2604.0,69.93,4.65,3
2.25,36.6,0.7,26.0,1288.0,55.31,3.92,3
3.74,47.19,0.7,43.0,2135.0,64.72,4.39,3
5.45,59.43,0.7,63.0,3114.0,75.6,4.93,3
3.09,42.58,0.7,36.0,1766.0,60.62,4.18,3
4.65,53.71,0.7,54.0,2657.0,70.52,4.68,3
2.46,38.04,0.7,28.0,1403.0,56.59,3.98,3
4.53,52.86,0.7,52.0,2589.0,69.77,4.64,3
2.91,41.25,0.7,34.0,1660.0,59.44,4.12,3
6.01,63.4,0.7,70.0,3432.0,79.13,5.11,3
5.03,56.41,0.7,58.0,2873.0,72.92,4.8,3
5.93,62.89,0.7,69.0,3391.0,78.68,5.08,3
3.34,44.35,0.7,39.0,1908.0,62.2,4.26,3
4.78,54.65,0.7,55.0,2732.0,71.36,4.72,3
2.54,38.66,0.7,29.0,1453.0,57.14,4.01,3
3.1,42.63,0.7,36.0,1770.0,60.67,4.18,3
3.09,42.6,0.7,36.0,1768.0,60.64,4.18,3
3.1,42.68,0.7,36.0,1774.0,60.71,4.19,3
2.49,38.3,0.7,29.0,1424.0,56.82,3.99,3
3.35,44.4,0.7,39.0,1912.0,62.24,4.26,3
3.49,45.43,0.7,40.0,1994.0,63.16,4.31,3
2.5,38.38,0.7,29.0,1430.0,56.89,3.99,3
5.87,62.44,0.7,68.0,3355.0,78.28,5.06,3
3.67,46.74,0.7,43.0,2099.0,64.32,4.37,3
2.89,41.11,0.7,33.0,1649.0,59.32,4.12,3
4.21,50.58,0.7,49.0,2406.0,67.73,4.54,3
5.05,56.56,0.7,59.0,2885.0,73.06,4.8,3
3.49,45.46,0.7,40.0,1997.0,63.19,4.31,3
5.22,57.76,0.7,60.0,2981.0,74.12,4.86,3
5.34,58.61,0.7,62.0,3049.0,74.88,4.89,3
5.66,60.96,0.7,66.0,3237.0,76.97,5.0,3
5.58,60.38,0.7,65.0,3190.0,76.44,4.97,3
3.45,45.16,0.7,40.0,1973.0,62.92,4.3,3
5.73,61.44,0.7,66.0,3275.0,77.39,5.02,3
4.43,52.13,0.7,51.0,2530.0,69.11,4.61,3
3.19,43.26,0.7,37.0,1821.0,61.23,4.21,3
3.62,46.34,0.7,42.0,2067.0,63.97,4.35,3
2.58,38.95,0.7,30.0,1476.0,57.4,4.02,3
5.82,62.1,0.7,67.0,3328.0,77.98,5.05,3
5.15,57.31,0.7,60.0,2945.0,73.72,4.84,3
2.36,37.34,0.7,27.0,1347.0,55.97,3.95,3
5.75,61.55,0.7,67.0,3284.0,77.49,5.02,3
5.82,62.08,0.7,67.0,3326.0,77.96,5.05,3
3.8,47.66,0.7,44.0,2173.0,65.14,4.41,3
2.19,36.16,0.7,25.0,1253.0,54.92,3.9,3
4.38,51.79,0.7,51.0,2503.0,68.81,4.59,3
2.36,37.35,0.7,27.0,1348.0,55.98,3.95,3
5.18,57.53,0.7,60.0,2962.0,73.91,4.85,3
2.43,37.85,0.7,28.0,1388.0,56.42,3.97,3
3.46,45.21,0.7,40.0,1977.0,62.97,4.3,3
4.2,50.49,0.7,49.0,2399.0,67.66,4.53,3
2.11,35.55,0.7,24.0,1204.0,54.38,3.87,3
4.87,55.31,0.7,56.0,2785.0,71.94,4.75,3
4.07,49.54,0.7,47.0,2323.0,66.81,4.49,3
3.58,46.06,0.7,41.0,2045.0,63.72,4.34,3
2.95,41.6,0.7,34.0,1688.0,59.76,4.14,3
4.17,50.28,0.7,48.0,2382.0,67.47,4.52,3
4.31,51.3,0.7,50.0,2464.0,68.38,4.57,3
3.81,47.69,0.7,44.0,2175.0,65.17,4.41,3
4.45,52.26,0.7,52.0,2541.0,69.23,4.61,3
3.09,42.58,0.7,36.0,1766.0,60.62,4.18,3
5.48,59.65,0.7,64.0,3132.0,75.8,4.94,3
3.3,44.09,0.7,38.0,1887.0,61.97,4.25,3
4.44,52.2,0.7,51.0,2536.0,69.18,4.61,3
4.21,50.59,0.7,49.0,2407.0,67.74,4.54,3
2.24,36.51,0.7,26.0,1281.0,55.23,3.91,3
5.32,58.49,0.7,62.0,3039.0,74.77,4.89,3
5.67,60.98,0.7,66.0,3238.0,76.98,5.0,3
3.76,47.38,0.7,44.0,2150.0,64.89,4.39,3
4.46,52.36,0.7,52.0,2549.0,69.32,4.62,3
2.42,37.81,0.7,28.0,1385.0,56.39,3.97,3
3.11,42.74,0.7,36.0,1779.0,60.77,4.19,3
2.43,37.86,0.7,28.0,1389.0,56.43,3.97,3
5.88,62.48,0.7,68.0,3358.0,78.31,5.07,3
5.33,58.58,0.7,62.0,3046.0,74.84,4.89,3
4.0,49.09,0.7,46.0,2287.0,66.41,4.47,3
5.58,60.39,0.7,65.0,3191.0,76.46,4.97,3
5.41,59.18,0.7,63.0,3094.0,75.38,4.92,3
5.29,58.29,0.7,61.0,3023.0,74.59,4.88,3
5.99,63.25,0.7,69.0,3420.0,79.0,5.1,3
5.75,61.58,0.7,67.0,3286.0,77.51,5.03,3
3.26,43.75,0.7,38.0,1860.0,61.67,4.23,3
5.14,57.24,0.7,60.0,2939.0,73.66,4.83,3
4.96,55.95,0.7,58.0,2836.0,72.51,4.78,3
3.8,47.64,0.7,44.0,2171.0,65.12,4.41,3
4.45,52.3,0.7,52.0,2544.0,69.27,4.61,3
4.62,53.53,0.7,54.0,2642.0,70.36,4.67,3
6.15,64.4,0.7,71.0,3512.0,80.02,5.15,3
5.2,57.64,0.7,60.0,2971.0,74.01,4.85,3
5.7,61.19,0.7,66.0,3255.0,77.17,5.01,3
5.5,59.81,0.7,64.0,3145.0,75.94,4.95,3
3.36,44.51,0.7,39.0,1921.0,62.34,4.27,3
4.34,51.51,0.7,50.0,2481.0,68.57,4.58,3
2.24,36.49,0.7,26.0,1279.0,55.21,3.91,3
2.42,37.79,0.7,28.0,1383.0,56.37,3.97,3
3.93,48.6,0.7,46.0,2248.0,65.98,4.45,3
5.06,56.64,0.7,59.0,2891.0,73.12,4.81,3
3.37,44.6,0.7,39.0,1928.0,62.42,4.27,3
2.29,36.83,0.7,26.0,1306.0,55.51,3.93,3
6.03,63.56,0.7,70.0,3445.0,79.28,5.11,3
5.86,62.39,0.7,68.0,3351.0,78.23,5.06,3
5.79,61.88,0.7,67.0,3310.0,77.78,5.04,3
3.3,44.09,0.7,38.0,1887.0,61.97,4.25,3
2.89,41.13,0.7,33.0,1650.0,59.33,4.12,3
5.58,60.38,0.7,65.0,3190.0,76.44,4.97,3
3.88,48.19,0.7,45.0,2215.0,65.61,4.43,3
5.86,62.38,0.7,68.0,3350.0,78.22,5.06,3
