ID,가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,전화해지여부
TRAIN_14093,230,43,223.6,23,22.4,204.6,224,22.2,222.4,203,2.39,4,0
TRAIN_14094,223,0,266.4,223,25.3,237.3,94,20.03,205.4,93,9.23,2,0
TRAIN_14095,82,1,289.6,221,28.5,289.0,203,22.82,226.6,83,2.92,2,1
TRAIN_14096,2,31,223.9,223,33.6,263.8,227,22.09,223.7,204,22.22,2,0
TRAIN_14097,33,41,243.3,222,42.5,245.2,23,22.42,232.6,225,2.49,2,0
TRAIN_14098,205,20,244.1,222,20.5,222.4,221,9.94,223.8,225,9.94,2,0
TRAIN_14099,42,1,235.6,43,25.1,205.1,202,22.42,202.5,34,9.04,2,0
TRAIN_14100,223,1,209.8,201,84.6,222.9,209,22.08,292.9,93,8.22,0,0
TRAIN_14101,5,0,446.2,405,46.4,446.2,66,9.86,448.9,50,9.84,4,0
TRAIN_14102,283,1,299.5,200,90.0,229.4,99,22.68,224.1,223,20.2,0,0
TRAIN_14103,223,1,227.3,222,23.0,228.9,99,28.89,286.1,92,20.62,2,0
TRAIN_14104,29,0,233.9,222,24.0,223.4,233,23.06,96.2,32,2.32,2,0
TRAIN_14105,224,0,243.8,93,24.5,210.3,45,22.44,245.6,223,20.24,2,0
TRAIN_14106,82,1,223.6,202,83.1,286.3,69,20.22,284.1,283,22.88,0,0
TRAIN_14107,22,0,284.5,222,28.7,230.2,29,28.69,220.0,228,2.68,2,0
TRAIN_14108,226,0,227.4,88,89.5,221.7,222,22.98,210.2,221,9.2,0,0
TRAIN_14109,228,0,283.6,62,82.9,291.1,223,22.88,223.4,97,2.22,2,0
TRAIN_14110,202,0,263.8,209,23.5,282.4,29,22.22,223.5,92,8.0,8,0
TRAIN_14111,289,0,289.0,223,84.3,209.1,28,22.68,207.5,222,9.22,2,0
TRAIN_14112,99,0,66.0,85,41.5,454.3,64,49.64,470.5,445,7.6,4,0
TRAIN_14113,223,1,284.1,222,90.3,264.3,287,22.26,222.6,200,20.82,2,1
TRAIN_14114,22,1,284.1,98,83.2,202.7,98,22.02,229.9,92,22.86,2,0
TRAIN_14115,27,0,229.7,32,22.2,223.6,30,23.09,225.1,33,20.3,3,1
TRAIN_14116,485,0,468.7,45,50.0,410.0,48,44.48,449.6,89,4.94,8,0
TRAIN_14117,200,0,206.1,222,42.8,245.2,24,22.03,293.5,44,4.44,0,0
TRAIN_14118,23,1,288.6,29,29.9,231.5,29,28.62,222.4,90,9.29,0,0
TRAIN_14119,222,0,221.3,223,25.8,293.3,230,26.22,235.0,92,3.26,0,0
TRAIN_14120,34,1,292.4,49,42.9,250.4,44,22.43,243.7,203,4.24,2,0
TRAIN_14121,225,23,95.4,242,26.5,294.5,22,23.22,223.5,42,3.42,2,0
TRAIN_14122,208,0,283.0,89,32.8,329.3,208,32.88,283.7,322,8.8,2,0
TRAIN_14123,223,1,222.6,229,23.7,224.1,92,29.22,251.1,92,2.23,4,0
TRAIN_14124,146,24,147.6,90,25.6,176.2,109,14.93,253.1,103,11.34,2,0
TRAIN_14125,222,1,227.1,204,23.3,227.6,40,23.39,231.2,99,3.03,2,0
TRAIN_14126,282,0,203.8,323,33.9,323.0,83,32.02,299.9,323,8.98,2,0
TRAIN_14127,82,1,289.8,86,84.3,328.5,282,28.8,293.3,202,8.62,2,0
TRAIN_14128,88,1,410.0,86,86.1,461.4,99,48.64,450.0,445,6.48,8,0
TRAIN_14129,240,23,209.7,222,46.1,245.8,40,24.24,243.3,222,22.42,0,0
TRAIN_14130,92,1,221.5,222,83.3,288.1,63,28.28,284.8,89,8.26,2,0
TRAIN_14131,99,1,223.8,23,21.9,290.0,98,28.28,288.9,210,8.22,2,0
TRAIN_14132,186,27,75.8,107,13.8,178.5,116,15.07,297.8,90,13.33,2,0
TRAIN_14133,281,1,282.4,229,26.6,221.0,99,9.82,223.4,223,20.28,2,0
TRAIN_14134,28,0,298.6,100,84.0,328.0,89,9.92,329.0,209,20.98,2,0
TRAIN_14135,93,23,226.7,209,31.4,240.6,32,23.33,270.6,93,22.22,0,0
TRAIN_14136,210,32,314.8,88,54.5,149.1,103,12.55,194.1,98,8.67,3,0
TRAIN_14137,322,0,267.0,207,29.4,264.6,269,32.82,202.7,329,9.82,2,1
TRAIN_14138,233,0,224.3,227,32.0,292.8,234,22.33,265.6,202,22.92,0,0
TRAIN_14139,23,1,93.5,209,30.3,299.3,223,26.86,222.8,229,2.28,2,0
TRAIN_14140,89,29,293.4,99,83.5,280.6,287,22.82,230.0,86,22.22,2,0
TRAIN_14141,40,0,232.5,94,23.1,222.5,222,20.22,240.3,50,4.2,2,0
TRAIN_14142,72,0,218.2,94,37.8,191.6,113,16.12,183.9,91,8.22,4,0
TRAIN_14143,185,29,151.4,122,26.6,245.6,89,20.8,154.7,91,6.95,2,0
TRAIN_14144,223,0,224.9,234,23.4,240.4,224,23.32,293.5,62,3.33,2,0
TRAIN_14145,28,1,29.0,226,23.5,228.4,83,22.22,227.8,88,2.92,8,0
TRAIN_14146,97,29,222.8,86,30.7,288.3,228,22.82,291.1,21,22.68,2,0
TRAIN_14147,96,0,442.7,87,49.7,444.8,89,48.89,465.9,444,4.84,4,0
TRAIN_14148,92,34,220.3,223,24.9,294.4,227,26.23,205.1,23,2.22,2,0
TRAIN_14149,93,29,292.5,229,89.9,224.4,286,28.28,282.8,209,22.2,2,0
TRAIN_14150,263,27,223.5,93,34.0,233.9,32,26.0,233.3,63,22.26,0,0
TRAIN_14151,220,42,225.7,241,40.4,223.7,205,20.32,225.0,94,20.94,0,0
TRAIN_14152,242,0,293.1,94,43.9,204.5,230,22.23,204.3,223,9.23,4,0
TRAIN_14153,92,82,263.5,203,23.8,290.4,229,29.88,223.8,93,22.28,0,0
TRAIN_14154,62,29,229.2,201,21.9,223.1,209,22.28,288.9,92,2.22,2,0
TRAIN_14155,267,0,209.4,83,84.8,263.2,220,22.28,282.6,222,8.92,2,0
TRAIN_14156,221,0,223.0,34,31.7,221.9,100,22.93,234.0,91,20.22,2,0
TRAIN_14157,61,0,289.0,282,28.7,209.8,89,32.8,204.0,208,9.28,2,0
TRAIN_14158,69,0,223.8,93,22.5,209.6,203,22.22,229.9,220,20.8,2,0
TRAIN_14159,264,23,260.8,203,23.3,240.5,63,26.2,231.2,223,20.33,2,0
TRAIN_14160,328,80,290.5,202,82.4,288.8,329,28.89,288.7,83,20.88,0,0
TRAIN_14161,297,1,283.7,209,89.4,230.5,223,22.22,230.1,20,2.29,2,0
TRAIN_14162,408,0,441.2,444,90.3,465.2,409,48.96,405.0,68,9.06,0,0
TRAIN_14163,63,0,223.1,203,35.3,222.8,22,23.09,203.9,203,9.23,0,0
TRAIN_14164,47,0,410.6,89,90.6,445.5,88,44.69,95.8,405,4.48,4,0
TRAIN_14165,26,0,324.0,88,29.9,282.1,322,28.82,323.6,80,2.28,8,0
TRAIN_14166,223,0,422.2,223,45.3,241.2,210,24.4,235.4,92,2.49,2,0
TRAIN_14167,233,0,232.7,32,24.0,229.1,203,20.22,231.5,200,3.2,0,0
TRAIN_14168,229,0,284.0,229,29.5,289.8,99,28.82,228.0,86,9.26,2,0
TRAIN_14169,223,24,225.1,92,30.0,224.7,33,20.49,400.9,99,24.4,0,0
TRAIN_14170,23,0,222.3,203,22.8,324.1,23,22.09,222.8,203,20.03,2,0
TRAIN_14171,222,0,223.3,97,32.2,263.6,223,23.32,233.1,220,3.32,2,0
TRAIN_14172,289,29,283.5,229,27.1,223.9,96,22.0,289.7,222,22.66,0,0
TRAIN_14173,98,45,466.2,445,48.2,455.7,86,44.44,462.0,94,7.44,4,0
TRAIN_14174,23,1,268.5,223,22.9,230.9,90,28.62,289.5,67,20.8,2,0
TRAIN_14175,293,0,23.2,203,4.0,234.0,233,23.39,223.5,33,9.33,2,0
TRAIN_14176,323,0,321.4,209,29.3,284.4,203,32.62,291.2,208,8.88,2,0
TRAIN_14177,21,0,209.7,202,30.3,222.6,203,20.8,227.7,228,22.26,0,0
TRAIN_14178,44,0,245.2,93,24.3,243.0,225,22.49,243.7,100,4.2,2,0
TRAIN_14179,457,1,456.9,91,46.1,450.5,405,49.56,446.5,85,6.46,5,0
TRAIN_14180,90,0,209.1,282,29.0,289.7,222,26.22,222.5,62,2.69,0,0
TRAIN_14181,66,1,283.2,288,27.3,299.3,222,26.92,283.0,200,6.82,2,1
TRAIN_14182,89,1,322.2,89,34.3,263.2,208,32.29,289.8,93,8.82,2,0
TRAIN_14183,209,0,283.3,228,26.4,223.3,87,9.88,227.9,29,22.09,2,1
TRAIN_14184,66,1,220.9,203,25.9,233.2,22,22.62,293.1,233,3.33,2,0
TRAIN_14185,81,0,290.5,93,82.6,209.7,202,22.88,283.6,223,6.88,8,0
TRAIN_14186,289,28,330.6,323,32.5,289.3,207,32.82,329.1,328,9.62,2,0
TRAIN_14187,327,1,328.9,320,31.1,99.8,32,8.86,204.1,98,9.09,0,0
TRAIN_14188,220,1,222.8,204,43.2,232.9,95,22.24,224.1,40,4.02,0,0
TRAIN_14189,41,1,202.7,224,42.4,231.2,33,22.22,222.8,223,2.94,4,0
TRAIN_14190,228,0,230.2,99,23.7,207.2,229,22.82,231.6,290,8.82,0,0
TRAIN_14191,21,1,223.9,43,22.3,244.3,93,29.4,242.8,44,3.94,0,0
TRAIN_14192,43,24,242.9,95,24.4,244.0,93,22.94,241.3,209,22.24,2,0
TRAIN_14193,23,1,240.0,92,22.8,221.4,36,20.23,263.1,94,2.32,2,0
TRAIN_14194,223,0,82.9,99,22.5,286.7,68,22.62,281.0,228,22.22,2,0
TRAIN_14195,288,27,298.8,228,89.1,268.4,63,22.26,299.1,228,8.98,2,1
TRAIN_14196,449,50,448.7,440,82.1,446.5,400,48.09,448.6,449,40.48,4,0
TRAIN_14197,93,0,257.1,126,43.5,143.5,111,12.13,182.6,101,8.15,0,0
TRAIN_14198,33,0,281.3,323,81.0,323.8,93,32.82,270.3,323,2.32,2,0
TRAIN_14199,229,1,223.5,221,20.7,222.0,200,28.22,229.8,222,8.09,2,0
TRAIN_14200,62,89,221.6,89,28.0,201.0,227,22.06,202.7,203,9.08,8,0
TRAIN_14201,22,82,223.9,281,30.9,229.5,93,20.28,228.4,223,8.02,2,0
TRAIN_14202,32,0,226.2,224,22.4,226.1,221,29.22,225.3,93,22.4,2,0
TRAIN_14203,90,23,288.2,83,28.0,287.0,229,20.2,228.5,223,8.82,2,0
TRAIN_14204,82,1,324.1,329,30.5,289.3,87,28.86,327.4,201,20.29,0,1
TRAIN_14205,328,1,329.4,92,81.2,321.6,93,32.98,292.6,89,8.89,0,0
TRAIN_14206,203,1,223.7,200,22.2,234.8,33,23.26,236.9,32,22.32,0,0
TRAIN_14207,99,0,126.2,90,21.2,146.4,70,12.44,170.4,96,7.62,1,0
TRAIN_14208,92,0,243.6,221,23.4,203.0,222,22.3,243.9,95,22.42,4,0
TRAIN_14209,37,30,223.7,29,34.8,233.4,223,23.9,233.8,223,22.63,2,0
TRAIN_14210,45,90,96.3,99,49.3,444.5,449,48.08,465.0,89,4.84,4,0
TRAIN_14211,267,1,24.0,89,9.0,262.5,99,22.22,289.4,93,20.88,0,1
TRAIN_14212,322,30,299.7,89,89.5,269.4,98,32.8,269.1,99,2.86,8,0
TRAIN_14213,242,0,295.2,21,46.2,209.9,204,22.42,244.7,223,22.39,0,0
TRAIN_14214,24,33,264.2,232,22.7,228.1,223,22.22,324.2,223,23.36,3,0
TRAIN_14215,222,1,229.4,98,23.1,209.6,99,22.22,222.9,96,9.68,2,0
TRAIN_14216,22,0,203.4,245,44.5,222.5,45,24.2,294.1,205,4.39,2,0
TRAIN_14217,243,0,243.3,222,20.5,244.2,93,24.24,245.4,242,4.43,2,0
TRAIN_14218,89,1,330.2,322,31.7,263.0,328,28.28,291.4,89,28.08,0,0
TRAIN_14219,20,0,220.7,44,30.7,230.3,204,24.22,243.5,50,22.39,4,0
TRAIN_14220,33,0,262.9,92,22.3,223.6,203,22.23,206.9,93,9.23,2,0
TRAIN_14221,49,0,230.3,40,41.7,243.8,100,29.23,226.3,205,2.92,0,0
TRAIN_14222,222,0,283.9,208,30.2,228.7,229,28.26,289.0,98,6.89,8,1
TRAIN_14223,233,0,263.5,94,23.7,205.5,203,22.33,241.0,209,2.23,2,0
TRAIN_14224,94,0,324.2,207,35.1,232.5,40,22.39,304.0,222,23.66,2,1
TRAIN_14225,21,1,221.7,200,83.2,269.2,206,22.88,223.5,93,9.88,0,0
TRAIN_14226,23,83,224.7,208,82.7,263.5,89,28.22,223.4,63,20.28,0,0
TRAIN_14227,222,0,223.8,229,23.4,263.5,222,23.69,224.3,206,22.22,3,1
TRAIN_14228,269,0,223.6,226,23.9,209.9,68,22.88,229.4,227,20.28,2,0
TRAIN_14229,204,0,240.5,221,33.3,223.5,33,9.32,294.2,203,3.62,0,0
TRAIN_14230,283,88,202.4,29,83.7,327.7,63,29.26,299.3,92,8.98,2,0
TRAIN_14231,220,0,243.5,99,23.2,234.8,209,24.43,202.6,223,9.04,2,0
TRAIN_14232,96,1,262.0,223,22.9,264.3,62,22.22,229.1,68,20.28,2,0
TRAIN_14233,244,0,243.0,92,25.4,243.9,225,24.94,224.7,44,3.49,2,0
TRAIN_14234,288,80,283.9,223,26.6,228.7,206,20.09,289.5,208,22.68,2,0
TRAIN_14235,249,0,244.3,209,20.8,241.6,202,22.22,224.1,225,9.44,2,0
TRAIN_14236,288,80,283.5,322,27.4,329.7,207,20.09,290.1,208,32.68,2,0
TRAIN_14237,290,0,223.6,89,29.4,229.4,223,28.96,229.6,83,20.92,8,0
TRAIN_14238,229,1,269.0,229,22.4,230.3,83,22.2,269.1,22,2.82,2,0
TRAIN_14239,330,83,323.2,99,90.6,290.0,90,28.28,283.0,96,20.82,2,0
TRAIN_14240,89,1,268.5,99,29.4,291.8,83,20.82,228.9,209,8.82,2,0
TRAIN_14241,203,1,203.4,49,22.3,223.9,23,20.92,221.6,221,2.32,2,0
TRAIN_14242,281,32,324.0,93,33.9,330.7,203,29.26,299.3,203,8.28,0,0
TRAIN_14243,292,0,222.7,203,43.4,244.5,40,22.22,232.5,44,2.44,2,0
TRAIN_14244,202,22,223.8,94,30.5,233.3,44,24.24,223.9,91,2.94,2,0
TRAIN_14245,93,33,227.1,221,30.2,232.8,93,29.23,222.8,222,3.23,0,0
TRAIN_14246,82,1,282.1,88,29.9,329.3,327,28.62,210.5,323,9.28,8,1
TRAIN_14247,33,0,268.3,322,33.1,329.9,89,28.62,288.9,66,20.8,2,0
TRAIN_14248,323,1,282.5,29,27.9,209.3,93,8.26,323.5,96,9.88,0,0
TRAIN_14249,459,0,475.4,448,51.2,446.7,448,9.79,445.9,445,40.4,5,0
TRAIN_14250,82,0,281.1,229,22.6,203.9,91,22.29,287.9,209,2.06,0,1
TRAIN_14251,322,33,2.8,328,1.5,283.8,203,32.89,323.4,286,20.92,8,0
TRAIN_14252,25,42,235.4,92,26.0,224.2,95,22.44,250.7,222,22.32,2,0
TRAIN_14253,24,1,234.5,224,22.6,241.5,39,29.44,222.0,202,2.34,2,0
TRAIN_14254,446,49,477.5,88,50.8,465.5,66,45.85,446.2,98,9.7,4,0
TRAIN_14255,224,1,223.2,31,30.9,231.7,33,22.26,202.4,224,9.29,2,0
TRAIN_14256,32,82,288.7,328,27.0,289.3,90,28.8,323.0,202,20.09,6,1
TRAIN_14257,233,1,424.3,200,43.8,241.0,245,29.44,224.0,202,20.42,2,1
TRAIN_14258,93,23,203.6,94,43.8,244.6,95,22.43,221.7,42,9.22,4,0
TRAIN_14259,224,30,231.4,42,23.2,235.8,222,24.92,223.2,223,22.24,2,0
TRAIN_14260,89,0,230.0,228,29.5,222.4,222,20.89,224.5,202,2.82,2,0
TRAIN_14261,22,0,226.9,222,37.0,226.9,227,9.9,221.3,221,9.9,2,0
TRAIN_14262,283,1,224.8,222,88.4,201.7,100,22.06,227.6,228,8.28,2,0
TRAIN_14263,51,1,182.5,108,32.1,197.5,87,16.74,187.3,120,8.42,1,0
TRAIN_14264,225,1,225.5,224,22.8,293.4,93,23.4,223.2,95,4.4,2,0
TRAIN_14265,328,0,330.2,90,30.2,324.6,330,28.82,328.0,69,20.2,2,0
TRAIN_14266,223,0,228.9,92,23.2,223.1,93,28.26,228.3,229,20.92,0,1
TRAIN_14267,82,0,151.1,69,26.9,172.2,98,14.61,216.0,98,9.65,3,1
TRAIN_14268,101,0,1.9,0,1.4,193.9,120,16.33,169.4,95,7.6,1,0
TRAIN_14269,22,22,233.9,94,23.5,230.2,222,29.32,235.1,32,22.22,2,0
TRAIN_14270,222,33,232.3,202,23.0,232.9,220,29.9,224.0,32,9.6,3,0
TRAIN_14271,236,22,223.1,26,31.6,228.2,223,23.02,224.2,92,9.63,2,0
TRAIN_14272,201,82,230.0,228,22.9,282.3,202,29.68,293.4,207,8.62,8,0
TRAIN_14273,224,1,204.9,203,44.3,243.4,22,22.22,422.1,44,24.92,4,0
TRAIN_14274,232,1,242.7,221,23.4,222.8,94,22.93,235.2,92,2.42,2,0
TRAIN_14275,203,0,230.7,203,27.1,289.0,68,28.62,289.6,62,6.92,2,0
TRAIN_14276,222,0,227.0,224,30.1,204.2,37,3.22,224.4,33,9.62,2,1
TRAIN_14277,245,41,32.4,204,22.2,245.2,221,22.34,226.2,94,20.22,2,0
TRAIN_14278,26,1,329.5,82,33.9,323.9,81,28.09,330.1,82,20.8,8,1
TRAIN_14279,33,1,224.7,62,23.1,293.1,203,26.32,209.9,93,2.93,2,0
TRAIN_14280,229,0,229.4,88,21.2,269.1,221,22.82,203.7,230,9.22,2,0
TRAIN_14281,99,1,263.8,99,33.8,282.3,83,29.68,331.7,93,6.28,2,0
TRAIN_14282,222,0,223.6,82,24.2,223.5,23,28.02,270.7,83,2.62,0,0
TRAIN_14283,224,0,223.9,39,36.4,224.7,222,23.32,237.2,23,3.22,2,0
TRAIN_14284,33,1,263.9,207,24.8,207.9,37,22.32,293.9,222,3.26,2,0
TRAIN_14285,60,0,281.5,63,81.3,209.8,69,32.68,282.5,202,8.28,2,0
TRAIN_14286,223,0,281.8,208,30.2,294.6,289,26.22,269.5,227,2.62,2,0
TRAIN_14287,82,83,284.1,223,91.5,289.4,229,28.02,287.4,22,22.9,8,0
TRAIN_14288,330,0,281.7,322,89.7,329.3,202,29.28,300.3,322,8.98,8,0
TRAIN_14289,20,0,222.5,33,22.4,233.6,93,29.3,232.4,37,6.93,0,0
TRAIN_14290,126,28,187.3,78,33.4,189.9,84,16.12,77.8,139,3.44,2,0
TRAIN_14291,33,1,236.9,93,25.2,223.6,203,22.62,233.9,202,6.29,0,0
TRAIN_14292,97,47,450.1,96,50.4,408.3,84,44.86,448.4,409,8.04,4,0
TRAIN_14293,267,29,229.0,226,30.8,289.6,26,22.86,230.6,23,8.28,2,0
TRAIN_14294,223,1,223.7,229,27.6,227.4,92,29.22,290.8,92,2.26,8,1
TRAIN_14295,83,0,328.6,96,34.6,203.5,283,32.68,289.6,208,8.32,2,0
TRAIN_14296,110,0,266.4,70,46.9,306.8,120,25.93,199.2,87,8.88,1,1
TRAIN_14297,27,1,322.8,93,27.2,287.5,98,20.09,290.3,208,20.6,0,1
TRAIN_14298,232,1,234.8,37,26.9,293.7,32,26.32,263.1,34,2.2,0,0
TRAIN_14299,457,0,446.8,445,46.0,446.1,440,40.5,465.8,405,7.54,0,0
TRAIN_14300,229,1,261.5,88,23.0,269.8,209,22.82,230.5,92,8.02,8,0
TRAIN_14301,90,88,322.8,209,30.0,297.5,201,26.32,322.3,33,8.28,2,0
TRAIN_14302,221,1,223.3,221,23.7,263.9,220,23.3,232.5,37,3.23,2,0
TRAIN_14303,23,1,299.6,223,89.2,228.4,222,28.22,223.6,229,8.08,0,0
TRAIN_14304,225,0,224.9,204,23.0,251.1,221,22.09,203.0,225,9.29,4,0
TRAIN_14305,30,1,298.7,32,90.2,326.5,33,20.32,329.4,83,6.69,2,0
TRAIN_14306,56,1,455.9,406,45.4,481.2,444,45.77,481.4,74,8.4,0,0
TRAIN_14307,33,1,231.1,225,24.2,220.9,222,22.49,242.2,20,20.43,2,0
TRAIN_14308,23,23,232.2,202,24.1,234.5,243,22.42,25.8,203,2.02,4,0
TRAIN_14309,322,0,324.2,320,88.3,323.9,323,20.88,289.7,208,32.32,0,0
TRAIN_14310,203,33,293.4,92,83.9,290.1,82,20.82,327.3,329,8.32,2,0
TRAIN_14311,222,1,292.5,232,33.7,264.2,224,22.23,233.0,223,3.2,2,0
TRAIN_14312,83,1,287.4,29,83.1,284.3,208,28.82,228.9,90,6.22,2,0
TRAIN_14313,23,0,300.9,92,32.8,234.7,204,22.32,293.5,92,3.33,2,0
TRAIN_14314,137,0,135.8,95,24.8,135.3,103,11.4,224.4,82,10.04,2,1
TRAIN_14315,86,0,263.4,283,34.6,263.5,203,32.2,329.0,329,8.8,2,1
TRAIN_14316,222,1,209.1,88,84.3,84.3,221,2.26,267.1,222,2.28,2,0
TRAIN_14317,82,1,280.6,221,22.8,289.0,88,28.28,229.3,209,8.02,0,0
TRAIN_14318,288,0,210.5,322,89.5,323.1,82,28.82,321.9,98,9.28,2,0
TRAIN_14319,280,1,282.9,202,24.4,220.3,208,22.22,210.6,62,9.22,0,0
TRAIN_14320,444,45,446.2,95,45.7,450.3,446,49.44,468.1,409,4.8,4,0
TRAIN_14321,228,0,222.9,100,90.0,221.0,80,22.92,283.1,28,20.22,0,0
TRAIN_14322,29,1,210.6,228,22.9,224.2,202,20.02,202.5,92,9.08,2,1
TRAIN_14323,283,1,287.3,28,21.4,284.1,221,22.22,292.4,92,8.62,2,0
TRAIN_14324,289,0,268.9,282,28.7,229.6,86,22.22,222.3,228,2.66,2,0
TRAIN_14325,82,0,228.9,62,30.2,231.3,89,22.29,220.5,99,22.26,2,0
TRAIN_14326,489,1,464.6,69,48.8,450.7,44,44.44,441.6,445,6.8,0,0
TRAIN_14327,485,0,441.7,49,49.8,449.6,445,48.94,470.6,64,4.68,8,0
TRAIN_14328,70,0,299.6,20,89.8,228.0,208,28.22,291.4,230,22.2,8,0
TRAIN_14329,43,0,226.1,91,46.4,235.6,99,24.43,243.3,90,3.94,2,0
TRAIN_14330,24,1,224.9,23,29.5,236.2,94,22.44,234.8,223,22.44,2,0
TRAIN_14331,282,0,289.4,98,24.3,283.3,202,22.2,228.4,82,20.02,2,1
TRAIN_14332,210,1,234.7,44,24.5,241.9,242,22.4,293.7,43,24.22,2,1
TRAIN_14333,223,80,224.7,89,23.1,263.4,203,22.8,227.8,82,20.29,2,0
TRAIN_14334,44,0,232.9,92,23.6,244.3,202,29.43,243.3,202,4.24,2,0
TRAIN_14335,322,1,282.7,323,33.2,298.6,203,26.88,290.0,290,2.28,2,0
TRAIN_14336,93,1,233.1,223,24.9,224.9,202,23.32,262.5,222,22.32,2,0
TRAIN_14337,224,39,237.8,203,21.1,240.0,221,22.33,223.5,202,2.39,2,0
TRAIN_14338,269,1,268.6,282,24.0,221.3,83,20.22,262.7,223,2.88,2,0
TRAIN_14339,88,21,204.1,93,89.3,299.7,228,26.92,227.0,221,9.22,2,0
TRAIN_14340,224,1,235.0,232,24.0,222.6,210,20.62,223.5,93,22.23,0,0
TRAIN_14341,224,1,250.8,22,23.0,404.8,92,24.42,225.1,221,20.22,0,0
TRAIN_14342,94,0,170.9,114,29.1,272.6,94,23.1,112.5,79,4.98,1,0
TRAIN_14343,114,28,227.4,94,39.7,194.0,117,16.41,232.6,101,10.46,4,0
TRAIN_14344,100,0,323.9,90,32.9,327.0,20,32.32,269.2,98,2.62,2,0
TRAIN_14345,203,1,280.4,223,23.2,229.5,29,28.28,281.7,22,6.28,8,0
TRAIN_14346,90,82,211.1,329,89.6,330.9,202,32.28,324.0,93,20.09,2,0
TRAIN_14347,220,1,229.8,283,28.7,262.5,99,28.92,293.4,222,28.26,2,0
TRAIN_14348,88,0,155.4,95,26.7,252.7,119,21.39,183.0,100,8.2,1,0
TRAIN_14349,228,22,224.3,227,24.0,263.9,100,22.22,228.2,281,8.02,2,0
TRAIN_14350,445,1,470.5,86,49.6,60.6,87,5.04,479.6,445,8.07,4,0
TRAIN_14351,81,1,448.5,91,40.2,444.6,78,44.47,446.8,87,40.45,4,0
TRAIN_14352,202,24,240.6,243,23.3,221.9,93,24.22,245.2,202,3.23,2,0
TRAIN_14353,91,0,447.7,89,45.9,461.1,88,48.68,441.1,99,4.69,4,0
TRAIN_14354,209,0,229.8,230,27.5,229.9,208,28.68,290.0,90,22.29,2,1
TRAIN_14355,83,1,284.1,83,83.5,322.2,209,32.62,288.6,97,8.28,8,0
TRAIN_14356,29,0,233.2,93,24.3,221.7,24,22.9,243.3,44,22.44,4,1
TRAIN_14357,224,0,233.7,63,41.5,210.1,93,22.33,222.2,209,9.23,2,0
TRAIN_14358,88,0,474.8,449,51.4,405.9,407,47.45,472.3,444,7.68,0,0
TRAIN_14359,100,1,245.2,202,25.1,205.4,205,22.22,210.3,95,9.2,2,0
TRAIN_14360,67,0,326.9,203,34.9,297.9,99,26.2,281.3,207,20.88,2,0
TRAIN_14361,22,83,270.6,81,24.0,223.9,229,28.22,292.0,206,8.82,0,0
TRAIN_14362,323,0,290.6,202,33.3,290.7,322,32.32,329.7,68,20.29,0,0
TRAIN_14363,42,1,244.9,205,25.6,230.3,202,24.33,231.2,41,22.22,2,0
TRAIN_14364,234,1,240.3,92,21.3,224.1,202,23.03,223.8,224,9.22,2,0
TRAIN_14365,288,1,323.2,91,89.2,30.2,289,6.32,323.2,99,8.32,0,0
TRAIN_14366,60,0,210.6,92,88.4,224.1,222,28.88,202.1,290,9.09,0,1
TRAIN_14367,28,1,268.0,328,29.6,288.6,87,28.28,287.8,80,32.88,2,0
TRAIN_14368,82,0,288.9,203,28.8,282.4,322,20.28,330.2,93,8.82,0,0
TRAIN_14369,82,1,223.2,203,83.0,286.5,68,20.22,284.4,283,22.88,0,0
TRAIN_14370,112,0,133.6,126,23.1,223.0,67,18.79,128.2,102,5.76,4,1
TRAIN_14371,202,1,260.4,203,24.2,203.4,221,3.2,229.6,224,3.32,2,0
TRAIN_14372,73,1,188.2,119,33.5,241.3,90,20.37,168.7,108,7.54,1,0
TRAIN_14373,100,1,223.2,223,118.6,226.9,119,20.92,227.5,120,20.22,11,0
TRAIN_14374,86,1,459.8,405,48.3,405.2,99,47.4,449.3,75,40.54,4,0
TRAIN_14375,282,0,203.2,208,84.7,229.9,209,22.26,269.7,83,2.26,6,0
TRAIN_14376,100,1,323.1,89,32.6,203.6,99,32.88,208.3,322,9.32,0,0
TRAIN_14377,92,0,229.6,209,23.1,293.5,98,28.02,290.0,220,20.29,2,1
TRAIN_14378,229,0,224.3,45,22.6,225.1,93,20.43,230.2,41,9.44,4,0
TRAIN_14379,85,58,457.6,76,41.7,465.1,445,44.46,475.8,441,44.44,4,0
TRAIN_14380,224,0,224.3,205,23.8,203.4,91,22.42,222.5,222,22.24,2,0
TRAIN_14381,240,44,242.4,25,49.6,244.1,30,29.4,204.2,223,9.42,2,0
TRAIN_14382,485,0,448.6,85,85.7,445.3,88,9.44,470.9,98,44.44,0,0
TRAIN_14383,89,0,230.2,223,89.1,283.9,228,22.29,222.8,222,20.22,9,1
TRAIN_14384,3,1,225.4,50,22.2,406.3,95,24.42,204.5,42,9.22,0,0
TRAIN_14385,244,1,45.7,93,10.4,244.7,45,22.42,222.5,221,4.0,2,0
TRAIN_14386,329,90,93.0,329,30.3,330.4,328,28.69,330.4,100,20.82,2,0
TRAIN_14387,264,0,222.6,230,20.4,225.0,203,9.62,231.7,92,3.22,2,0
