ID,Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
TRAIN_4170,16.0,104.5,93.0,5.0,10.0,183.0,Overweight,M,35,69.0
TRAIN_4171,4.0,102.4,85.0,5.0,1.0,127.9,Normal Weight,F,23,15.0
TRAIN_4172,27.0,105.6,105.0,6.0,1.0,205.0,Overweight,M,73,221.0
TRAIN_4173,15.0,104.0,99.0,4.0,11.0,119.0,Normal Weight,F,63,91.0
TRAIN_4174,21.0,104.4,103.0,5.0,9.0,160.9,Normal Weight,F,34,120.0
TRAIN_4175,10.0,103.8,92.0,5.0,10.0,172.0,Normal Weight,M,33,40.0
TRAIN_4176,18.0,105.3,103.0,6.0,2.0,185.2,Normal Weight,M,33,104.0
TRAIN_4177,3.0,101.5,84.0,5.0,2.0,130.1,Normal Weight,F,64,13.0
TRAIN_4178,2.0,101.5,90.0,5.0,10.0,169.8,Normal Weight,M,20,6.0
TRAIN_4179,11.0,104.2,99.0,5.0,3.0,127.9,Normal Weight,F,47,63.0
TRAIN_4180,24.0,105.3,100.0,5.0,3.0,132.3,Normal Weight,F,20,128.0
TRAIN_4181,3.0,101.8,81.0,5.0,3.0,125.7,Normal Weight,F,28,10.0
TRAIN_4182,11.0,103.5,97.0,5.0,10.0,187.4,Overweight,M,75,76.0
TRAIN_4183,29.0,105.4,104.0,4.0,12.0,110.2,Normal Weight,F,44,184.0
TRAIN_4184,14.0,104.9,88.0,5.0,8.0,178.6,Overweight,M,62,68.0
TRAIN_4185,5.0,101.7,85.0,5.0,9.0,143.3,Normal Weight,F,34,20.0
TRAIN_4186,14.0,104.2,91.0,5.0,5.0,160.9,Overweight,M,38,55.0
TRAIN_4187,27.0,105.4,106.0,5.0,10.0,178.6,Overweight,M,42,178.0
TRAIN_4188,26.0,105.4,105.0,5.0,1.0,130.1,Normal Weight,F,59,171.0
TRAIN_4189,26.0,106.3,103.0,6.0,6.0,229.3,Overweight,M,42,172.0
TRAIN_4190,11.0,103.3,89.0,5.0,5.0,145.5,Normal Weight,F,49,51.0
TRAIN_4191,13.0,104.4,102.0,5.0,9.0,172.0,Overweight,M,39,75.0
TRAIN_4192,8.0,103.1,89.0,5.0,10.0,163.1,Normal Weight,M,29,26.0
TRAIN_4193,11.0,103.6,93.0,6.0,0.0,205.0,Overweight,M,36,51.0
TRAIN_4194,20.0,105.3,92.0,5.0,1.0,114.6,Normal Weight,F,28,95.0
TRAIN_4195,9.0,103.6,90.0,4.0,11.0,121.3,Normal Weight,F,26,40.0
TRAIN_4196,19.0,105.1,99.0,5.0,4.0,136.7,Normal Weight,F,25,101.0
TRAIN_4197,9.0,103.6,91.0,5.0,4.0,132.3,Normal Weight,F,73,48.0
TRAIN_4198,14.0,104.7,94.0,5.0,5.0,141.1,Normal Weight,F,71,78.0
TRAIN_4199,24.0,105.6,107.0,6.0,4.0,218.3,Overweight,M,49,179.0
TRAIN_4200,21.0,104.5,101.0,6.0,1.0,178.6,Normal Weight,M,22,102.0
TRAIN_4201,14.0,104.2,94.0,5.0,7.0,143.3,Normal Weight,F,38,69.0
TRAIN_4202,8.0,103.5,93.0,6.0,2.0,205.0,Overweight,M,76,52.0
TRAIN_4203,28.0,105.3,105.0,5.0,12.0,172.0,Normal Weight,M,26,157.0
TRAIN_4204,12.0,104.5,88.0,6.0,1.0,178.6,Normal Weight,M,26,37.0
TRAIN_4205,4.0,101.1,81.0,4.0,9.0,97.0,Normal Weight,F,21,14.0
TRAIN_4206,16.0,104.9,100.0,5.0,5.0,134.5,Normal Weight,F,64,98.0
TRAIN_4207,20.0,105.6,111.0,5.0,5.0,134.5,Normal Weight,M,42,138.0
TRAIN_4208,12.0,103.6,93.0,5.0,5.0,149.9,Overweight,M,33,47.0
TRAIN_4209,23.0,105.3,104.0,4.0,10.0,99.2,Normal Weight,F,48,149.0
TRAIN_4210,8.0,103.6,89.0,6.0,1.0,189.6,Normal Weight,M,69,43.0
TRAIN_4211,13.0,104.2,103.0,6.0,3.0,216.1,Overweight,M,72,103.0
TRAIN_4212,10.0,103.5,90.0,5.0,3.0,130.1,Normal Weight,F,44,47.0
TRAIN_4213,27.0,105.6,103.0,5.0,5.0,149.9,Normal Weight,F,47,163.0
TRAIN_4214,14.0,103.6,91.0,6.0,3.0,209.4,Overweight,M,37,61.0
TRAIN_4215,3.0,101.5,81.0,5.0,7.0,143.3,Normal Weight,F,39,11.0
TRAIN_4216,20.0,104.7,106.0,6.0,1.0,194.0,Overweight,M,73,165.0
TRAIN_4217,5.0,102.6,82.0,5.0,11.0,158.7,Normal Weight,F,40,18.0
TRAIN_4218,26.0,105.1,108.0,5.0,10.0,169.8,Normal Weight,M,30,162.0
TRAIN_4219,1.0,100.2,85.0,5.0,11.0,174.2,Normal Weight,M,33,3.0
TRAIN_4220,16.0,104.0,94.0,6.0,4.0,200.6,Normal Weight,M,29,70.0
TRAIN_4221,16.0,104.4,86.0,5.0,4.0,152.1,Overweight,M,35,48.0
TRAIN_4222,22.0,105.1,101.0,5.0,10.0,180.8,Overweight,M,64,152.0
TRAIN_4223,13.0,104.2,98.0,5.0,5.0,145.5,Normal Weight,F,35,69.0
TRAIN_4224,16.0,104.5,94.0,5.0,6.0,138.9,Normal Weight,F,24,76.0
TRAIN_4225,15.0,103.6,93.0,5.0,5.0,147.7,Normal Weight,F,46,74.0
TRAIN_4226,4.0,102.4,87.0,4.0,11.0,121.3,Normal Weight,F,38,17.0
TRAIN_4227,28.0,105.1,113.0,5.0,3.0,123.5,Normal Weight,F,29,194.0
TRAIN_4228,3.0,100.8,83.0,5.0,3.0,147.7,Overweight,F,50,12.0
TRAIN_4229,27.0,105.6,96.0,6.0,3.0,187.4,Normal Weight,M,22,113.0
TRAIN_4230,25.0,105.6,106.0,6.0,2.0,194.0,Overweight,M,36,161.0
TRAIN_4231,30.0,105.3,104.0,6.0,2.0,205.0,Overweight,M,27,175.0
TRAIN_4232,10.0,103.8,88.0,5.0,7.0,145.5,Normal Weight,F,37,43.0
TRAIN_4233,25.0,105.6,114.0,6.0,3.0,180.8,Normal Weight,F,31,168.0
TRAIN_4234,24.0,105.6,108.0,5.0,12.0,196.2,Overweight,M,51,180.0
TRAIN_4235,8.0,103.1,88.0,6.0,5.0,222.7,Overweight,M,34,31.0
TRAIN_4236,2.0,100.6,79.0,5.0,9.0,152.1,Normal Weight,F,44,7.0
TRAIN_4237,29.0,105.1,109.0,5.0,5.0,130.1,Normal Weight,F,44,196.0
TRAIN_4238,21.0,104.7,103.0,6.0,2.0,209.4,Overweight,M,73,167.0
TRAIN_4239,12.0,104.0,86.0,6.0,2.0,202.8,Overweight,M,36,42.0
TRAIN_4240,28.0,105.8,105.0,5.0,3.0,130.1,Normal Weight,F,47,178.0
TRAIN_4241,6.0,102.4,89.0,6.0,2.0,196.2,Obese,M,39,24.0
TRAIN_4242,9.0,103.3,85.0,6.0,1.0,205.0,Overweight,M,74,47.0
TRAIN_4243,6.0,103.1,85.0,6.0,6.0,209.4,Normal Weight,M,32,19.0
TRAIN_4244,16.0,104.0,90.0,6.0,6.0,218.3,Obese,M,30,64.0
TRAIN_4245,18.0,105.4,97.0,5.0,3.0,132.3,Normal Weight,F,41,97.0
TRAIN_4246,12.0,103.8,85.0,5.0,3.0,121.3,Normal Weight,F,50,52.0
TRAIN_4247,20.0,104.5,99.0,5.0,9.0,178.6,Overweight,M,47,115.0
TRAIN_4248,25.0,105.1,100.0,5.0,1.0,114.6,Normal Weight,F,38,144.0
TRAIN_4249,25.0,105.6,101.0,6.0,1.0,194.0,Overweight,M,39,146.0
TRAIN_4250,26.0,105.6,112.0,5.0,1.0,125.7,Normal Weight,F,46,185.0
TRAIN_4251,9.0,103.1,90.0,5.0,5.0,130.1,Normal Weight,F,28,40.0
TRAIN_4252,9.0,103.6,82.0,5.0,3.0,132.3,Normal Weight,F,26,32.0
TRAIN_4253,22.0,105.4,93.0,5.0,9.0,183.0,Overweight,M,78,141.0
TRAIN_4254,18.0,105.3,93.0,5.0,12.0,191.8,Overweight,M,69,109.0
TRAIN_4255,30.0,105.8,108.0,6.0,6.0,222.7,Overweight,M,21,189.0
TRAIN_4256,16.0,104.5,87.0,5.0,10.0,178.6,Overweight,M,42,60.0
TRAIN_4257,15.0,104.5,96.0,5.0,5.0,149.9,Normal Weight,F,62,83.0
TRAIN_4258,15.0,104.9,85.0,6.0,4.0,216.1,Overweight,M,59,69.0
TRAIN_4259,6.0,102.9,82.0,5.0,7.0,147.7,Normal Weight,F,40,22.0
TRAIN_4260,22.0,104.4,103.0,5.0,6.0,143.3,Normal Weight,F,62,139.0
TRAIN_4261,1.0,100.0,82.0,6.0,3.0,207.2,Overweight,M,28,3.0
TRAIN_4262,9.0,103.3,87.0,5.0,10.0,178.6,Overweight,M,59,41.0
TRAIN_4263,19.0,105.1,91.0,4.0,9.0,108.0,Normal Weight,F,49,96.0
TRAIN_4264,12.0,103.8,92.0,5.0,7.0,152.1,Normal Weight,F,25,53.0
TRAIN_4265,13.0,104.5,91.0,5.0,7.0,156.5,Normal Weight,M,29,45.0
TRAIN_4266,10.0,103.3,92.0,6.0,0.0,185.2,Normal Weight,M,44,46.0
TRAIN_4267,7.0,102.7,88.0,6.0,3.0,198.4,Obese,M,21,21.0
TRAIN_4268,23.0,105.3,106.0,5.0,4.0,138.9,Normal Weight,F,28,140.0
TRAIN_4269,10.0,102.9,96.0,5.0,4.0,141.1,Normal Weight,F,59,55.0
TRAIN_4270,17.0,104.4,98.0,6.0,3.0,205.0,Overweight,M,28,84.0
TRAIN_4271,5.0,102.7,84.0,5.0,1.0,125.7,Normal Weight,F,56,22.0
TRAIN_4272,10.0,103.6,92.0,5.0,11.0,172.0,Normal Weight,M,50,48.0
TRAIN_4273,7.0,103.5,88.0,5.0,2.0,134.5,Normal Weight,F,35,30.0
TRAIN_4274,1.0,100.0,74.0,5.0,1.0,125.7,Normal Weight,F,33,3.0
TRAIN_4275,6.0,102.6,86.0,4.0,4.0,90.4,Normal Weight,F,51,28.0
TRAIN_4276,19.0,104.4,101.0,6.0,0.0,196.2,Overweight,M,47,119.0
TRAIN_4277,20.0,104.4,99.0,5.0,8.0,149.9,Normal Weight,F,24,104.0
TRAIN_4278,17.0,105.4,93.0,5.0,8.0,152.1,Normal Weight,F,69,91.0
TRAIN_4279,14.0,103.5,88.0,6.0,0.0,196.2,Overweight,M,44,58.0
TRAIN_4280,19.0,105.3,106.0,5.0,9.0,178.6,Overweight,M,52,134.0
TRAIN_4281,24.0,105.3,99.0,5.0,4.0,145.5,Overweight,F,66,143.0
TRAIN_4282,28.0,105.6,111.0,5.0,10.0,152.1,Normal Weight,F,21,180.0
TRAIN_4283,17.0,105.3,90.0,6.0,0.0,187.4,Overweight,M,20,54.0
TRAIN_4284,19.0,104.5,103.0,5.0,5.0,132.3,Normal Weight,F,28,110.0
TRAIN_4285,2.0,100.6,74.0,5.0,2.0,112.4,Normal Weight,F,54,7.0
TRAIN_4286,29.0,105.6,106.0,6.0,4.0,194.0,Normal Weight,M,29,177.0
TRAIN_4287,20.0,104.9,106.0,5.0,3.0,132.3,Normal Weight,F,29,123.0
TRAIN_4288,20.0,104.9,107.0,5.0,4.0,138.9,Normal Weight,F,44,129.0
TRAIN_4289,28.0,105.4,112.0,5.0,11.0,176.4,Normal Weight,F,27,181.0
TRAIN_4290,24.0,105.6,100.0,6.0,4.0,202.8,Obese,M,61,164.0
TRAIN_4291,29.0,104.5,101.0,5.0,6.0,160.9,Overweight,M,41,163.0
TRAIN_4292,29.0,105.4,112.0,6.0,8.0,231.5,Overweight,M,25,209.0
TRAIN_4293,8.0,103.3,90.0,5.0,7.0,163.1,Overweight,F,50,37.0
TRAIN_4294,7.0,103.6,94.0,6.0,2.0,202.8,Overweight,M,24,29.0
TRAIN_4295,2.0,101.1,84.0,5.0,5.0,141.1,Normal Weight,F,24,7.0
TRAIN_4296,29.0,105.4,111.0,5.0,8.0,156.5,Normal Weight,F,26,188.0
TRAIN_4297,18.0,104.5,107.0,5.0,3.0,136.7,Normal Weight,F,55,120.0
TRAIN_4298,7.0,102.7,88.0,5.0,7.0,152.1,Normal Weight,F,48,31.0
TRAIN_4299,22.0,105.1,107.0,5.0,6.0,143.3,Normal Weight,F,21,133.0
TRAIN_4300,19.0,105.3,100.0,5.0,11.0,194.0,Overweight,M,38,107.0
TRAIN_4301,28.0,105.6,100.0,6.0,3.0,213.8,Overweight,M,48,177.0
TRAIN_4302,20.0,104.5,95.0,5.0,7.0,147.7,Normal Weight,F,55,107.0
TRAIN_4303,15.0,104.5,90.0,4.0,7.0,105.8,Normal Weight,F,66,79.0
TRAIN_4304,6.0,102.4,76.0,5.0,10.0,169.8,Normal Weight,M,66,19.0
TRAIN_4305,14.0,104.4,83.0,5.0,10.0,176.4,Overweight,M,70,62.0
TRAIN_4306,8.0,102.9,88.0,5.0,10.0,174.2,Obese,M,20,22.0
TRAIN_4307,3.0,101.5,79.0,5.0,4.0,145.5,Normal Weight,M,55,8.0
TRAIN_4308,12.0,104.7,96.0,5.0,11.0,180.8,Overweight,M,64,74.0
TRAIN_4309,21.0,105.1,95.0,5.0,10.0,165.3,Normal Weight,F,42,105.0
TRAIN_4310,4.0,102.4,86.0,6.0,3.0,198.4,Obese,M,40,15.0
TRAIN_4311,5.0,102.2,79.0,5.0,7.0,149.9,Normal Weight,M,25,7.0
TRAIN_4312,13.0,103.5,96.0,5.0,4.0,136.7,Normal Weight,F,29,66.0
TRAIN_4313,15.0,104.9,94.0,6.0,7.0,231.5,Overweight,M,42,79.0
TRAIN_4314,6.0,102.9,84.0,5.0,12.0,178.6,Normal Weight,F,21,20.0
TRAIN_4315,10.0,103.8,84.0,5.0,10.0,160.9,Normal Weight,M,22,21.0
TRAIN_4316,16.0,104.4,94.0,6.0,3.0,218.3,Overweight,M,58,95.0
TRAIN_4317,15.0,104.7,99.0,6.0,5.0,218.3,Overweight,M,72,111.0
TRAIN_4318,4.0,102.6,76.0,5.0,4.0,125.7,Normal Weight,F,33,12.0
TRAIN_4319,1.0,99.9,78.0,6.0,0.0,194.0,Overweight,M,64,4.0
TRAIN_4320,4.0,102.4,89.0,5.0,1.0,127.9,Normal Weight,F,52,19.0
TRAIN_4321,2.0,100.8,85.0,4.0,10.0,105.8,Normal Weight,F,39,8.0
TRAIN_4322,9.0,103.6,90.0,6.0,11.0,231.5,Normal Weight,M,24,34.0
TRAIN_4323,2.0,101.5,81.0,5.0,4.0,149.9,Overweight,F,38,7.0
TRAIN_4324,23.0,105.8,96.0,6.0,0.0,200.6,Overweight,M,51,132.0
TRAIN_4325,29.0,106.0,113.0,4.0,9.0,112.4,Normal Weight,F,39,209.0
TRAIN_4326,28.0,104.9,112.0,6.0,4.0,216.1,Overweight,M,65,251.0
TRAIN_4327,22.0,104.0,114.0,5.0,5.0,138.9,Normal Weight,F,28,153.0
TRAIN_4328,23.0,105.4,105.0,6.0,1.0,202.8,Overweight,M,40,151.0
TRAIN_4329,24.0,105.6,103.0,5.0,4.0,138.9,Normal Weight,F,51,148.0
TRAIN_4330,9.0,103.3,91.0,5.0,7.0,141.1,Normal Weight,F,38,42.0
TRAIN_4331,17.0,105.8,95.0,5.0,11.0,183.0,Overweight,M,25,71.0
TRAIN_4332,18.0,104.5,94.0,5.0,9.0,154.3,Normal Weight,F,57,94.0
TRAIN_4333,27.0,105.3,113.0,5.0,6.0,167.6,Overweight,M,61,228.0
TRAIN_4334,3.0,101.3,82.0,6.0,2.0,178.6,Normal Weight,M,26,7.0
TRAIN_4335,21.0,105.1,103.0,6.0,1.0,191.8,Overweight,M,26,115.0
TRAIN_4336,23.0,105.4,113.0,5.0,1.0,123.5,Normal Weight,F,70,176.0
TRAIN_4337,9.0,103.5,78.0,6.0,6.0,218.3,Overweight,M,53,30.0
TRAIN_4338,29.0,105.4,114.0,5.0,0.0,125.7,Normal Weight,F,35,207.0
TRAIN_4339,14.0,104.7,96.0,5.0,10.0,163.1,Normal Weight,F,26,68.0
TRAIN_4340,28.0,105.1,105.0,5.0,1.0,130.1,Normal Weight,F,70,190.0
TRAIN_4341,30.0,105.3,104.0,5.0,8.0,165.3,Overweight,F,47,181.0
TRAIN_4342,24.0,105.1,108.0,5.0,10.0,167.6,Normal Weight,F,60,160.0
TRAIN_4343,3.0,101.3,94.0,5.0,7.0,141.1,Normal Weight,F,46,15.0
TRAIN_4344,1.0,100.0,75.0,5.0,11.0,191.8,Overweight,M,55,3.0
TRAIN_4345,12.0,103.8,93.0,6.0,2.0,187.4,Normal Weight,M,25,47.0
TRAIN_4346,13.0,104.7,98.0,4.0,12.0,127.9,Overweight,F,52,74.0
TRAIN_4347,22.0,104.9,100.0,5.0,3.0,132.3,Normal Weight,F,20,118.0
TRAIN_4348,18.0,104.0,101.0,6.0,2.0,196.2,Overweight,M,65,128.0
TRAIN_4349,2.0,101.5,83.0,5.0,5.0,145.5,Normal Weight,M,58,7.0
TRAIN_4350,26.0,105.4,113.0,5.0,5.0,136.7,Normal Weight,F,41,184.0
TRAIN_4351,27.0,105.1,109.0,5.0,6.0,156.5,Overweight,M,78,231.0
TRAIN_4352,24.0,105.4,105.0,5.0,5.0,149.9,Normal Weight,F,26,141.0
TRAIN_4353,2.0,100.2,85.0,5.0,1.0,112.4,Normal Weight,F,20,8.0
TRAIN_4354,30.0,105.6,111.0,6.0,11.0,262.3,Overweight,M,28,225.0
TRAIN_4355,7.0,103.3,88.0,5.0,11.0,185.2,Overweight,M,29,23.0
TRAIN_4356,14.0,104.2,105.0,6.0,0.0,189.6,Overweight,M,35,87.0
TRAIN_4357,13.0,103.6,101.0,6.0,2.0,200.6,Overweight,M,39,77.0
TRAIN_4358,24.0,105.4,96.0,6.0,2.0,189.6,Normal Weight,M,29,110.0
TRAIN_4359,10.0,103.8,101.0,5.0,3.0,136.7,Normal Weight,F,35,57.0
TRAIN_4360,8.0,102.9,87.0,6.0,4.0,218.3,Overweight,M,24,26.0
TRAIN_4361,4.0,102.4,87.0,5.0,7.0,154.3,Normal Weight,M,49,15.0
TRAIN_4362,4.0,102.0,79.0,5.0,6.0,160.9,Overweight,F,72,15.0
TRAIN_4363,5.0,102.9,87.0,5.0,7.0,178.6,Overweight,M,53,21.0
TRAIN_4364,18.0,105.1,96.0,5.0,10.0,174.2,Normal Weight,M,29,79.0
TRAIN_4365,17.0,104.2,101.0,5.0,10.0,172.0,Normal Weight,M,62,114.0
TRAIN_4366,30.0,105.8,105.0,5.0,10.0,163.1,Normal Weight,F,67,195.0
TRAIN_4367,16.0,104.4,99.0,4.0,11.0,103.6,Normal Weight,F,47,94.0
TRAIN_4368,7.0,102.7,92.0,5.0,10.0,169.8,Normal Weight,M,79,43.0
TRAIN_4369,16.0,104.5,94.0,6.0,4.0,211.6,Overweight,M,41,81.0
TRAIN_4370,2.0,100.6,85.0,5.0,6.0,149.9,Normal Weight,F,42,8.0
TRAIN_4371,24.0,105.3,96.0,5.0,7.0,158.7,Normal Weight,F,25,116.0
TRAIN_4372,3.0,101.7,80.0,5.0,2.0,132.3,Normal Weight,F,33,10.0
TRAIN_4373,7.0,102.9,94.0,5.0,3.0,132.3,Normal Weight,F,25,34.0
TRAIN_4374,1.0,99.9,70.0,6.0,2.0,191.8,Normal Weight,M,48,2.0
TRAIN_4375,15.0,104.5,94.0,6.0,0.0,174.2,Normal Weight,M,22,57.0
TRAIN_4376,15.0,103.8,99.0,6.0,0.0,194.0,Overweight,M,69,105.0
TRAIN_4377,5.0,102.4,86.0,6.0,4.0,218.3,Overweight,M,35,18.0
TRAIN_4378,4.0,101.8,85.0,4.0,11.0,114.6,Normal Weight,F,61,18.0
TRAIN_4379,18.0,104.9,103.0,6.0,7.0,227.1,Overweight,M,41,118.0
TRAIN_4380,24.0,105.1,113.0,5.0,10.0,163.1,Normal Weight,M,23,158.0
TRAIN_4381,10.0,104.2,89.0,6.0,0.0,180.8,Normal Weight,F,72,48.0
TRAIN_4382,16.0,104.4,98.0,6.0,0.0,176.4,Normal Weight,F,30,80.0
TRAIN_4383,28.0,105.3,113.0,5.0,7.0,165.3,Overweight,F,57,201.0
TRAIN_4384,14.0,104.4,96.0,6.0,1.0,187.4,Normal Weight,M,43,73.0
TRAIN_4385,11.0,103.6,94.0,5.0,7.0,152.1,Normal Weight,M,68,64.0
TRAIN_4386,6.0,102.4,78.0,5.0,8.0,169.8,Overweight,M,41,13.0
TRAIN_4387,17.0,104.5,94.0,5.0,9.0,154.3,Normal Weight,F,62,90.0
TRAIN_4388,24.0,105.3,96.0,6.0,1.0,207.2,Overweight,M,51,139.0
TRAIN_4389,2.0,101.5,84.0,5.0,0.0,132.3,Overweight,F,41,8.0
TRAIN_4390,21.0,104.9,107.0,4.0,11.0,110.2,Normal Weight,F,25,133.0
TRAIN_4391,24.0,105.3,106.0,6.0,2.0,194.0,Normal Weight,M,44,164.0
TRAIN_4392,19.0,104.2,103.0,5.0,7.0,145.5,Normal Weight,F,79,126.0
TRAIN_4393,26.0,105.6,97.0,5.0,0.0,119.0,Normal Weight,F,67,154.0
TRAIN_4394,27.0,105.6,104.0,5.0,11.0,165.3,Normal Weight,F,31,155.0
TRAIN_4395,8.0,103.6,82.0,5.0,10.0,176.4,Obese,F,52,30.0
TRAIN_4396,30.0,105.6,114.0,5.0,9.0,160.9,Normal Weight,M,35,219.0
TRAIN_4397,29.0,105.6,108.0,5.0,8.0,156.5,Normal Weight,F,63,197.0
TRAIN_4398,25.0,105.4,109.0,6.0,2.0,218.3,Overweight,M,64,212.0
TRAIN_4399,28.0,105.6,110.0,6.0,5.0,211.6,Obese,M,32,197.0
TRAIN_4400,18.0,104.9,96.0,6.0,1.0,189.6,Overweight,M,41,93.0
TRAIN_4401,21.0,104.4,102.0,5.0,8.0,167.6,Overweight,M,26,107.0
TRAIN_4402,29.0,105.1,101.0,6.0,1.0,202.8,Overweight,M,69,214.0
TRAIN_4403,21.0,104.9,107.0,6.0,5.0,224.9,Overweight,M,35,144.0
TRAIN_4404,21.0,105.4,89.0,5.0,8.0,156.5,Normal Weight,F,27,87.0
TRAIN_4405,28.0,105.4,105.0,6.0,4.0,200.6,Normal Weight,M,36,178.0
TRAIN_4406,27.0,105.3,108.0,5.0,7.0,156.5,Normal Weight,F,32,169.0
TRAIN_4407,15.0,103.6,93.0,5.0,1.0,136.7,Overweight,F,44,75.0
TRAIN_4408,9.0,103.5,90.0,5.0,7.0,138.9,Normal Weight,F,40,41.0
TRAIN_4409,3.0,101.3,87.0,6.0,8.0,220.5,Normal Weight,M,59,15.0
TRAIN_4410,16.0,104.7,97.0,5.0,0.0,114.6,Normal Weight,F,56,92.0
TRAIN_4411,2.0,100.9,81.0,5.0,2.0,134.5,Normal Weight,F,56,8.0
TRAIN_4412,4.0,102.9,73.0,4.0,8.0,90.4,Normal Weight,F,26,11.0
TRAIN_4413,22.0,104.7,104.0,6.0,0.0,189.6,Overweight,M,28,126.0
TRAIN_4414,26.0,105.6,101.0,5.0,10.0,176.4,Obese,M,22,126.0
TRAIN_4415,19.0,104.5,93.0,4.0,11.0,123.5,Normal Weight,F,61,102.0
TRAIN_4416,25.0,104.9,110.0,5.0,6.0,152.1,Normal Weight,M,60,195.0
TRAIN_4417,26.0,105.4,98.0,5.0,0.0,121.3,Normal Weight,F,23,137.0
TRAIN_4418,2.0,100.4,81.0,6.0,8.0,220.5,Normal Weight,M,22,5.0
TRAIN_4419,23.0,104.5,107.0,5.0,8.0,160.9,Normal Weight,F,59,152.0
TRAIN_4420,23.0,104.9,98.0,5.0,5.0,141.1,Normal Weight,F,25,119.0
TRAIN_4421,28.0,105.4,111.0,5.0,10.0,185.2,Overweight,M,29,190.0
TRAIN_4422,6.0,103.5,79.0,6.0,9.0,251.3,Overweight,M,67,27.0
TRAIN_4423,4.0,101.8,87.0,6.0,0.0,180.8,Normal Weight,M,30,13.0
TRAIN_4424,25.0,104.4,105.0,5.0,5.0,154.3,Overweight,M,64,182.0
TRAIN_4425,15.0,104.4,89.0,6.0,3.0,209.4,Overweight,M,33,58.0
TRAIN_4426,9.0,103.3,88.0,6.0,6.0,211.6,Normal Weight,M,50,41.0
TRAIN_4427,17.0,104.9,97.0,6.0,0.0,202.8,Overweight,M,55,104.0
TRAIN_4428,21.0,104.5,101.0,5.0,4.0,130.1,Normal Weight,F,59,129.0
TRAIN_4429,4.0,102.0,91.0,6.0,3.0,196.2,Normal Weight,M,58,21.0
TRAIN_4430,2.0,100.8,82.0,6.0,2.0,183.0,Normal Weight,M,33,5.0
TRAIN_4431,24.0,105.4,95.0,6.0,2.0,189.6,Normal Weight,F,72,129.0
TRAIN_4432,29.0,105.6,110.0,5.0,10.0,183.0,Overweight,M,56,229.0
TRAIN_4433,28.0,106.2,111.0,5.0,11.0,176.4,Normal Weight,M,27,185.0
TRAIN_4434,7.0,102.9,88.0,5.0,8.0,152.1,Normal Weight,F,32,29.0
TRAIN_4435,8.0,103.3,88.0,4.0,10.0,108.0,Normal Weight,F,27,35.0
TRAIN_4436,8.0,102.9,97.0,5.0,1.0,119.0,Normal Weight,F,45,44.0
TRAIN_4437,14.0,104.0,87.0,6.0,0.0,200.6,Overweight,M,71,75.0
TRAIN_4438,7.0,102.9,88.0,4.0,8.0,92.6,Normal Weight,F,52,34.0
TRAIN_4439,27.0,105.3,106.0,5.0,1.0,134.5,Overweight,F,69,185.0
TRAIN_4440,15.0,104.4,95.0,5.0,6.0,127.9,Normal Weight,F,26,74.0
TRAIN_4441,25.0,105.3,101.0,4.0,9.0,105.8,Normal Weight,F,74,164.0
TRAIN_4442,11.0,104.4,87.0,5.0,7.0,158.7,Normal Weight,M,61,49.0
TRAIN_4443,29.0,106.0,120.0,5.0,2.0,130.1,Normal Weight,F,23,219.0
TRAIN_4444,18.0,104.4,105.0,5.0,2.0,123.5,Normal Weight,F,55,118.0
TRAIN_4445,15.0,104.4,95.0,5.0,9.0,174.2,Overweight,M,20,57.0
TRAIN_4446,6.0,102.9,87.0,5.0,10.0,185.2,Overweight,M,66,30.0
TRAIN_4447,1.0,100.2,73.0,5.0,5.0,143.3,Normal Weight,F,62,3.0
TRAIN_4448,7.0,103.1,84.0,5.0,11.0,178.6,Overweight,M,25,17.0
TRAIN_4449,4.0,102.2,92.0,5.0,6.0,138.9,Normal Weight,F,59,21.0
TRAIN_4450,17.0,104.2,95.0,6.0,1.0,198.4,Overweight,M,46,90.0
TRAIN_4451,17.0,104.9,100.0,5.0,6.0,145.5,Normal Weight,F,34,94.0
TRAIN_4452,28.0,106.0,106.0,6.0,2.0,187.4,Normal Weight,F,64,180.0
TRAIN_4453,12.0,103.8,94.0,5.0,9.0,156.5,Normal Weight,F,65,64.0
TRAIN_4454,7.0,103.1,82.0,5.0,6.0,154.3,Normal Weight,F,47,26.0
TRAIN_4455,30.0,106.3,117.0,5.0,11.0,189.6,Overweight,M,57,272.0
TRAIN_4456,27.0,104.9,112.0,4.0,11.0,121.3,Normal Weight,F,76,207.0
TRAIN_4457,15.0,104.0,93.0,5.0,5.0,141.1,Normal Weight,F,20,68.0
TRAIN_4458,16.0,104.5,101.0,5.0,9.0,169.8,Normal Weight,M,31,83.0
TRAIN_4459,22.0,105.4,99.0,4.0,12.0,114.6,Normal Weight,F,40,125.0
TRAIN_4460,1.0,99.3,77.0,5.0,9.0,147.7,Normal Weight,F,51,3.0
TRAIN_4461,5.0,102.9,85.0,5.0,2.0,125.7,Normal Weight,F,29,20.0
TRAIN_4462,16.0,104.4,95.0,5.0,11.0,169.8,Normal Weight,M,20,61.0
TRAIN_4463,2.0,100.9,82.0,5.0,1.0,121.3,Normal Weight,F,20,7.0
